276 0
277	4032
282	4368
287	5600
292	7056
297	9296
302	12376
307	15792
312	19768
317	23968
322	29344
327	33768
332	39200
337	44240
342	49392
347	54040
352	56000
357	55552
362	53200
367	48832
372	42112
377	34888
382	27552
387	19600
392	13440
397	8120
402	3752
407	1120
412	28
417	8.4
422	3.92
427	2.24
432	1.008
437	0.28
442	0
